book,chapter,verse,reference,text
창세기,23,4,창세기 23:4,"`나는 당신들 중에 나그네요, 우거한 자니 청컨대 당신들 중에서 내게 매장지를 주어 소유를 삼아 나로 내 죽은 자를 내어 장사하게 하시오'"
창세기,23,6,창세기 23:6,"`내 주여, 들으소서 당신은 우리 중 하나님의 방백이시니 우리 묘실 중에서 좋은 것을 택하여 당신의 죽은 자를 장사하소서 우리 중에서 자기 묘실에 당신의 죽은 자 장사함을 금할 자가 없으리이다'"
창세기,23,9,창세기 23:9,그로 그 밭머리에 있는 막벨라 굴을 내게 주게 하되 준가를 받고 그 굴을 내게 주어서 당신들 중에 내 소유 매장지가 되게 하기를 원하노라
창세기,23,11,창세기 23:11,"`내 주여, 그리 마시고 내 말을 들으소서 내가 그 밭을 당신께 드리되 내가 내 동족 앞에서 당신께 드리고 그 속의 굴도 내가 당신께 드리되 내가 내 동족 앞에서 당신께 드리오니 당신의 죽은 자를 장사하소서'"
창세기,23,15,창세기 23:15,"`내 주여, 내게 들으소서 땅값은 은 사백 세겔이나 나와 당신 사이에 어찌 교계하리이까 ? 당신의 죽은 자를 장사하소서'"
창세기,23,17,창세기 23:17,마므레 앞 막벨라에 있는 에브론의 밭을 바꾸어 그 속의 굴과 그 사방에 둘린 수목을 다
창세기,24,8,창세기 24:8,만일 여자가 너를 좇아 오고자 아니하면 나의 이 맹세가 너와 상관이 없나니 오직 내 아들을 데리고 그리로 가지 말지니라'
창세기,24,13,창세기 24:13,성 중 사람의 딸들이 물 길러 나오겠사오니 내가 우물 곁에 섰다가
창세기,24,16,창세기 24:16,그 소녀는 보기에 심히 아리땁고 지금까지 남자가 가까이 하지 아니한 처녀더라 그가 우물에 내려가서 물을 그 물 항아리에 채워 가지고 올라오는지라
창세기,24,20,창세기 24:20,급히 물 항아리의 물을 구유에 붓고 다시 길으려고 우물로 달려가서 모든 약대를 위하여 긷는지라
창세기,24,21,창세기 24:21,그 사람이 그를 묵묵히 주목하며 여호와께서 과연 평탄한 길을 주신 여부를 알고자 하더니
창세기,24,22,창세기 24:22,"약대가 마시기를 다하매 그가 반 세겔중 금고리 한개와, 열 세겔중 금 손목고리 한 쌍을 그에게 주며"
창세기,24,28,창세기 24:28,소녀가 달려가서 이 일을 어미 집에 고하였더니
창세기,24,29,창세기 24:29,리브가에게 오라비가 있어 이름은 라반이라 그가 우물로 달려가 그 사람에게 이르니
창세기,24,32,창세기 24:32,그 사람이 집으로 들어가매 라반이 약대의 짐을 부리고 짚과 보리를 약대에게 주고 그 사람의 발과 그 종자의 발 씻을 물을 주고
창세기,24,35,창세기 24:35,"여호와께서 나의 주인에게 크게 복을 주어 창성케 하시되 우양과, 은,금과, 노비와, 약대와, 나귀를 그에게 주셨고"
창세기,24,36,창세기 24:36,나의 주인의 부인 사라가 노년에 나의 주인에게 아들을 낳으매 주인이 그 모든 소유를 그 아들에게 주었나이다
창세기,24,38,창세기 24:38,내 아비 집 내 족속에게로 가서 내 아들을 위하여 아내를 택하라 하시기로
창세기,24,39,창세기 24:39,내가 내 주인에게 말씀하되 혹 여자가 나를 좇지 아니하면 어찌 하리이까 ? 한즉
창세기,24,41,창세기 24:41,네가 내 족속에게 이를 때에는 네가 내 맹세와 상관이 없으리라 설혹 그들이 네게 주지 아니할지라도 네가 내 맹세와 상관이 없으리라 하시기로
창세기,24,43,창세기 24:43,내가 이 우물 곁에 섰다가 청년 여자가 물을 길러 오거든 내가 그에게 청하기를 너는 물 항아리의 물을 내게 조금 마시우라 하여
창세기,24,45,창세기 24:45,내가 묵도하기를 마치지 못하여 리브가가 물 항아리를 어깨에 메고 나와서 우물로 내려와 긷기로 내가 그에게 이르기를 청컨대 내게 마시우라 한즉
창세기,24,49,창세기 24:49,이제 당신들이 인자와 진실로 나의 주인을 대접하려거든 내게 고하시고 그렇지 않을지라도 내게 고하여 나로 좌우간 행하게 하소서'
창세기,24,51,창세기 24:51,리브가가 그대 앞에 있으니 데리고 가서 여호와의 명대로 그로 그대의 주인의 아들의 아내가 되게 하라'
창세기,24,53,창세기 24:53,"은,금 패물과 의복을 꺼내어 리브가에게 주고 그 오라비와 어미에게도 보물을 주니라"
창세기,24,61,창세기 24:61,리브가가 일어나 비자와 함께 약대를 타고 그 사람을 따라가니 종이 리브가를 데리고 가니라
창세기,25,23,창세기 25:23,"여호와께서 그에게 이르시되 두 국민이 네 태 중에 있구나 두 민족이 네 복 중에서부터 나누이리라 이 족속이, 저 족속보다 강하겠고 큰 자는 어린 자를 섬기리라 하셨더라"
창세기,26,4,창세기 26:4,네 자손을 하늘의 별과 같이 번성케 하며 이 모든 땅을 네 자손에게 주리니 네 자손을 인하여 천하 만민이 복을 받으리라
창세기,26,13,창세기 26:13,그 사람이 창대하고 왕성하여 마침내 거부가 되어
창세기,26,21,창세기 26:21,또 다른 우물을 팠더니 그들이 또 다투는고로 그 이름을 싯나라 하였으며
창세기,26,29,창세기 26:29,너는 우리를 해하지 말라 이는 우리가 너를 범하지 아니하고 선한 일만 네게 행하며 너로 평안히 가게 하였음이니라 이제 너는 여호와께 복을 받은 자니라 !'
창세기,27,4,창세기 27:4,나의 즐기는 별미를 만들어 내게로 가져다가 먹게 하여 나로 죽기 전에 내 마음껏 네게 축복하게 하라'
창세기,27,7,창세기 27:7,나를 위하여 사냥하여 가져다가 별미를 만들어 나로 먹게 하여 죽기 전에 여호와 앞에서 네게 축복하게 하라 하셨으니
창세기,27,9,창세기 27:9,염소떼에 가서 거기서 염소의 좋은 새끼를 내게로 가져오면 내가 그것으로 네 부친을 위하여 그 즐기시는 별미를 만들리니
창세기,27,10,창세기 27:10,네가 그것을 가져 네 부친께 드려서 그로 죽으시기 전에 네게 축복하기 위하여 잡수시게 하라'
창세기,27,15,창세기 27:15,리브가가 집 안 자기 처소에 있는 맏아들 에서의 좋은 의복을 취하여 작은 아들 야곱에게 입히고
창세기,27,16,창세기 27:16,또 염소 새끼의 가죽으로 그 손과 목의 매끈매끈한 곳에 꾸미고
창세기,27,17,창세기 27:17,그 만든 별미와 떡을 자기 아들 야곱의 손에 주매
창세기,27,28,창세기 27:28,하나님은 하늘의 이슬과 땅의 기름짐이며 풍성한 곡식과 포도주로 네게 주시기를 원하노라
창세기,27,43,창세기 27:43,"내 아들아, 내 말을 좇아 일어나 하란으로 가서 내 오라버니 라반에게 피하여"
창세기,27,44,창세기 27:44,네 형의 노가 풀리기 까지 몇날 동안 그와 함께 거하라
창세기,28,2,창세기 28:2,일어나 밧단아람으로 가서 너의 외조부 브두엘 집에 이르러 거기서 너의 외삼촌 라반의 딸 중에서 아내를 취하라
창세기,28,3,창세기 28:3,전능하신 하나님이 네게 복을 주어 너로 생육하고 번성케하사 너로 여러 족속을 이루게 하시고
창세기,28,7,창세기 28:7,또 야곱이 부모의 명을 좇아 밧단아람으로 갔으며
창세기,28,10,창세기 28:10,야곱이 브엘세바에서 떠나 하란으로 향하여 가더니
창세기,28,11,창세기 28:11,한 곳에 이르러는 해가 진지라 거기서 유숙하려고 그 곳의 한 돌을 취하여 베개하고 거기 누워 자더니
창세기,28,12,창세기 28:12,꿈에 본즉 사닥다리가 땅 위에 섰는데 그 꼭대기가 하늘에 닿았고 또 본즉 하나님의 사자가 그 위에서 오르락 내리락하고
창세기,28,14,창세기 28:14,네 자손이 땅의 티끌같이 되어서 동서남북에 편만할지며 땅의 모든 족속이 너와 네 자손을 인하여 복을 얻으리라 !
창세기,28,15,창세기 28:15,내가 너와 함께 있어 네가 어디로 가든지 너를 지키며 너를 이끌어 이 땅으로 돌아오게 할지라 내가 네게 허락한 것을 다 이루기까지 너를 떠나지 아니하리라 ! 하신지라
창세기,28,18,창세기 28:18,야곱이 아침에 일찌기 일어나 베개하였던 돌을 가져 기둥으로 세우고 그 위에 기름을 붓고
창세기,28,19,창세기 28:19,그곳 이름을 벧엘이라 하였더라 이 성의 본 이름은 루스더라
창세기,28,21,창세기 28:21,나로 평안히 아비 집으로 돌아가게 하시오면 여호와께서 나의 하나님이 되실 것이요
창세기,29,1,창세기 29:1,야곱이 발행하여 동방 사람의 땅에 이르러
창세기,29,2,창세기 29:2,본즉 들에 우물이 있고 그 곁에 양 세 떼가 누웠으니 이는 목자들이 그 우물에서 물을 양떼에게 먹임이라 큰 돌로 우물 아구를 덮었다가
창세기,29,3,창세기 29:3,모든 떼가 모이면 그들이 우물 아구에서 돌을 옮기고 양에게 물을 먹이고는 여전히 우물 아구 그 자리에 돌을 덮더라
창세기,29,10,창세기 29:10,야곱이 그 외삼촌 라반의 딸 라헬과 그 외삼촌의 양을 보고 나아가서 우물 아구에서 돌을 옮기고 외삼촌 라반의 양떼에게 물을 먹이고
창세기,29,12,창세기 29:12,그에게 자기가 그의 아비의 생질이요 리브가의 아들됨을 고하였더니 라헬이 달려가서 그 아비에게 고하매
창세기,29,13,창세기 29:13,라반이 그 생질 야곱의 소식을 듣고 달려와서 그를 영접하여 안고 입맞추고 자기 집으로 인도하여 들이니 야곱이 자기의 모든 일을 라반에게 고하매
창세기,29,16,창세기 29:16,라반이 두 딸이 있으니 형의 이름은 레아요 아우의 이름은 라헬이라
창세기,29,17,창세기 29:17,레아는 안력이 부족하고 라헬은 곱고 아리따우니
창세기,29,20,창세기 29:20,야곱이 라헬을 위하여 칠년 동안 라반을 봉사하였으나 그를 연애하는 까닭에 칠년을 수일 같이 여겼더라
창세기,29,22,창세기 29:22,라반이 그 곳 사람을 다 모아 잔치하고
창세기,29,27,창세기 29:27,이를 위하여 칠일을 채우라 우리가 그도 네게 주리니 네가 그를 위하여 또 칠년을 내게 봉사할지니라'
창세기,29,28,창세기 29:28,야곱이 그대로 하여 그 칠일을 채우매 라반이 딸 라헬도 그에게 아내로 주고
창세기,29,29,창세기 29:29,라반이 또 그 여종 빌하를 그 딸 라헬에게 주어 시녀가 되게 하매
창세기,30,4,창세기 30:4,그 시녀 빌하를 남편에게 첩으로 주매 야곱이 그에게로 들어갔더니
창세기,30,5,창세기 30:5,빌하가 잉태하여 야곱에게 아들을 낳은지라
창세기,30,7,창세기 30:7,라헬의 시녀 빌하가 다시 잉태하여 둘째 아들을 야곱에게 낳으매
창세기,30,9,창세기 30:9,레아가 자기의 생산이 멈춤을 보고 그 시녀 실바를 취하여 야곱에게 주어 첩을 삼게 하였더니
창세기,30,10,창세기 30:10,레아의 시녀 실바가 야곱에게 아들을 낳으매
창세기,30,12,창세기 30:12,레아의 시녀 실바가 둘째 아들을 야곱에게 낳으매
창세기,30,17,창세기 30:17,하나님이 레아를 들으셨으므로 그가 잉태하여 다섯째 아들을 야곱에게 낳은지라
창세기,30,19,창세기 30:19,레아가 다시 잉태하여 여섯째 아들을 야곱에게 낳은지라
창세기,30,22,창세기 30:22,하나님이 라헬을 생각하신지라 하나님이 그를 들으시고 그 태를 여신 고로
창세기,30,26,창세기 30:26,내가 외삼촌에게서 일하고 얻은 처자를 내게 주어 나로 가게 하소서 내가 외삼촌께 한 일은 외삼촌이 아시나이다
창세기,30,30,창세기 30:30,내가 오기 전에는 외삼촌의 소유가 적더니 번성하여 떼를 이루었나이다 나의 공력을 따라 여호와께서 외삼촌에게 복을 주셨나이다 그러나 나는 어느 때에나 내 집을 세우리이까
창세기,30,32,창세기 30:32,오늘 내가 외삼촌의 양떼로 두루 다니며 그 양 중에 아롱진 자와 점있는 자와 검은 자를 가리어 내며 염소 중에 점 있는 자와 아롱진 자를 가리어 내리니 이같은 것이 나면 나의 삯이 되리이다
창세기,30,33,창세기 30:33,후일에 외삼촌께서 오셔서 내 품삯을 조사하실 때에 나의 의가 나의 표징이 되리이다 내게 혹시 염소 중 아롱지지 아니한 자나 점이 없는 자나 양 중 검지 아니한 자가 있거든 다 도적질한 것으로 인정하소서
창세기,30,36,창세기 30:36,자기와 야곱의 사이를 사흘 길이 뜨게 하였고 야곱은 라반의 남은 양떼를 치니라
창세기,30,37,창세기 30:37,야곱이 버드나무와 살구나무와 신풍나무의 푸른 가지를 취하여 그것들의 껍질을 벗겨 흰 무늬를 내고
창세기,30,38,창세기 30:38,그 껍질 벗긴 가지를 양떼가 와서 먹는 개천의 물구유에 세워 양떼에 향하게 하매 그 떼가 물을 먹으러 올 때에 새끼를 배니
창세기,30,39,창세기 30:39,가지 앞에서 새끼를 배므로 얼룩얼룩한 것과 점이 있고 아롱진 것을 낳은지라
창세기,30,41,창세기 30:41,실한 양이 새끼 밸 때에는 야곱이 개천에다가 양떼의 눈앞에 그 가지를 두어 양으로 그 가지 곁에서 새끼를 배게하고
